node_1|node_2|edge|chunk_id
qualified retirement plan|distributions|Distributions are a type of output from a Qualified Retirement Plan, which may be subject to federal income tax withholding.|14e781d9e4804426a9271cc851b51745
federal income tax|withholding|Withholding is a method of collecting Federal Income Tax from distributions.|14e781d9e4804426a9271cc851b51745
estimated tax payments|tax|Estimated Tax Payments are a way to pay tax owed, especially if withholding is not enough to cover the total tax liability.|14e781d9e4804426a9271cc851b51745
publication 505|tax withholding and estimated tax|Publication 505 provides more information on Tax Withholding and Estimated Tax payments.|14e781d9e4804426a9271cc851b51745
individuals|estates & trusts|The NIIT applies to both individuals and estates/trusts, with different threshold amounts and calculations.|da72d8b726304ccb87665e3b09838d7e
net investment income tax (niit)|applicable threshold amounts|The NIIT rate is 3.8% on the lesser of net investment income or excess modified adjusted gross income, with different threshold amounts for individuals and estates/trusts.|da72d8b726304ccb87665e3b09838d7e
net investment income|modified adjusted gross income|The NIIT is calculated based on the lesser of net investment income or excess modified adjusted gross income, with specific definitions and examples provided.|da72d8b726304ccb87665e3b09838d7e
interest|dividends|Net investment income includes interest, dividends, certain annuities, royalties, and rents (unless derived in a trade or business).|da72d8b726304ccb87665e3b09838d7e
annuities|royalties|Net investment income also includes certain annuities, royalties, and rents (unless derived in a trade or business).|da72d8b726304ccb87665e3b09838d7e
rents|trading in financial instruments or commodities|Income derived from passive activities, trading in financial instruments or commodities is considered net investment income.|da72d8b726304ccb87665e3b09838d7e
income|trade or business|is derived from|b15e55e3532a496dab712084d489b1d1
passive activity|trading in financial instruments or commodities|or is related to|b15e55e3532a496dab712084d489b1d1
net gains|property such as stocks, bonds, mutual funds, and real estate|are derived from the disposition of|b15e55e3532a496dab712084d489b1d1
passive partnership|s corporation ownership interests|are related to the sale of|b15e55e3532a496dab712084d489b1d1
niit|income from a trade or business|applies to income that is (1) a passive activity, as determined under § 469, or (2) trading in financial instruments or commodities, as determined under § 475(e)(2)|b15e55e3532a496dab712084d489b1d1
niit|wages|does not apply to|b15e55e3532a496dab712084d489b1d1
niit|unemployment compensation|does not apply to|b15e55e3532a496dab712084d489b1d1
niit|income from a nonpassive business|does not apply to|b15e55e3532a496dab712084d489b1d1
modified adjusted gross income (magi)|adjusted gross income (agi)|is generally defined as|46391fb79ed94c2ba7143479114c968a
magi|foreign earned income exclusion|increased by|46391fb79ed94c2ba7143479114c968a
individual taxpayers|regular agi|their MAGI is generally the same as their|46391fb79ed94c2ba7143479114c968a
tax on form 89,60|net investment income tax—individuals, estates, and trusts|Compute the|46391fb79ed94c2ba7143479114c968a
taxpayers|income tax withholding or estimated taxes|may need to increase their|46391fb79ed94c2ba7143479114c968a
tax withholding estimator|necessary changes in withholding|can be used to help determine|46391fb79ed94c2ba7143479114c968a
publication 505|tax withholding and estimated tax|for more information in either instance|46391fb79ed94c2ba7143479114c968a
additional medicare tax|medicare wages|The Additional Medicare tax applies to Medicare wages|8eacb9ea0eb344e89d91b20f11fcd107
self-employment income|medicare wages|If you receive both, calculate the Additional Medicare tax on Medicare wages in excess of the applicable threshold|8eacb9ea0eb344e89d91b20f11fcd107
threshold amounts|filing status|The threshold amounts vary based on filing status (married filing jointly, married filing separately, and all other taxpayers)|8eacb9ea0eb344e89d91b20f11fcd107
premium tax credit|affordable care act tax provisions|The premium tax credit is part of the Affordable Care Act tax provisions|8eacb9ea0eb344e89d91b20f11fcd107
railroad retirement (rrta) compensation|threshold amounts|Compare RRTA compensation separately to the threshold amounts|8eacb9ea0eb344e89d91b20f11fcd107
self-employment|loss|is not considered for purposes of this tax|da7e834502824c6db3faeb55aaf129fd
railroad retirement (rrta) compensation|threshold|should be compared separately to determine if paid in excess|da7e834502824c6db3faeb55aaf129fd
medicare wages|additional medicare tax|are subject to, if paid in excess of the applicable threshold|da7e834502824c6db3faeb55aaf129fd
railroad retirement (rrta) compensation|additional medicare tax|are subject to, if paid in excess of the applicable threshold|da7e834502824c6db3faeb55aaf129fd
self-employment income|additional medicare tax|are subject to, if paid in excess of the applicable threshold|da7e834502824c6db3faeb55aaf129fd
nonresident aliens|special rules|do not have special rules for purposes of this provision|da7e834502824c6db3faeb55aaf129fd
u.s. citizens and resident aliens living abroad|special rules|do not have special rules for purposes of this provision|da7e834502824c6db3faeb55aaf129fd
employer|employee|An employer is responsible for withholding taxes from wages paid to an employee.|aa214b115d6446068a69c4419adf961c
additional medicare tax|wages or railroad retirement (rrta) compensation|The Additional Medicare tax is withheld on wages or railroad retirement (RRTA) compensation exceeding $200,000 in a calendar year.|aa214b115d6446068a69c4419adf961c
form 8959|additional medicare tax|Use Form 8959 to compute the Additional Medicare tax and report it on tax withholding and estimated tax.|aa214b115d6446068a69c4419adf961c
tax withholding and estimated tax|form w-4, employee's withholding certificate|Some taxpayers may need to request that their employer withhold an additional amount of income tax withholding on Form W-4 or make estimated tax payments.|aa214b115d6446068a69c4419adf961c
instructions for form 8959|additional medicare tax|Refer to the Instructions for Form 8959 for more information on computing and reporting Additional Medicare tax.|aa214b115d6446068a69c4419adf961c
publication 505|tax withholding and estimated tax|See Publication 505 for more information on tax withholding and estimated tax in relation to the Additional Medicare tax liability.|aa214b115d6446068a69c4419adf961c
earned income tax credit (eitc)|tax credit|The Earned Income Tax Credit is a type of tax credit that provides a refundable credit.|4239634f95a1437eaec433a2f4167f4d
adjusted gross income (agi)|income|To qualify for the EITC, your adjusted gross income must be below a certain amount.|4239634f95a1437eaec433a2f4167f4d
social security number (ssn)|identification|You must have a valid Social Security number to claim the EIC on either an original or amended return.|4239634f95a1437eaec433a2f4167f4d
qualifying child|child|Any qualifying child listed on Schedule EIC (Form 1040) also must have an SSN valid for employment by the due date of your return.|4239634f95a1437eaec433a2f4167f4d
singles|individuals|Singles and married couples who have SSNs can claim the credit, even if their children don't have SSNs.|4239634f95a1437eaec433a2f4167f4d
filing status|married filing separately|A filing status other than married filing separately is required to qualify for EITC.|b748ddc2ba5142c79b1fc5974444019f
spouses|qualifying child|Married but separated spouses can choose to be treated as not married if they have a qualifying child living with them.|b748ddc2ba5142c79b1fc5974444019f
citizenship|resident alien|To qualify for EITC, the spouse must be a U.S. citizen or resident alien all year.|b748ddc2ba5142c79b1fc5974444019f
form 25-55|foreign earned income|The credit does not apply to those who file Form 25-55 (related to foreign earned income).|b748ddc2ba5142c79b1fc5974444019f
investment income|$11,000|The credit is not available if investment income exceeds $11,000.|b748ddc2ba5142c79b1fc5974444019f
earned income|employment or self-employment|To qualify for EITC, the spouse must have earned income from employment or self-employment.|b748ddc2ba5142c79b1fc5974444019f
qualifying child|another person|The qualifying child cannot be treated as the qualifying child of another person.|b748ddc2ba5142c79b1fc5974444019f
age test|25-64 years old|If no qualifying child is present, the spouse must be age 25 but under 65 at the end of the year to qualify for EITC.|b748ddc2ba5142c79b1fc5974444019f
dependence test|another person|The spouse cannot qualify as a dependent of another person if they are filing for EITC.|b748ddc2ba5142c79b1fc5974444019f
qualifying child|schedule eic (form 10-40)|A qualifying child must be listed on Schedule EIC (Form 10-40)|550a37a9d69d4b2ab3cdbc60b9877a9c
filing status|eitc|The amount of your EITC will depend on your filing status|550a37a9d69d4b2ab3cdbc60b9877a9c
qualifying child|wages and income|The amount of your EITC will also depend on the number of qualifying children you have and the amount of your wages and income last year|550a37a9d69d4b2ab3cdbc60b9877a9c
eitc|publication 596|For more information or to see if you qualify, see Publication 596 (Earned Income Credit)|550a37a9d69d4b2ab3cdbc60b9877a9c
child|dependent care credit|You may be able to claim the child and dependent care credit if you paid expenses...|074c51b4b9ed4781aee29ff1b6edc9b3
qualifying individual|care provider|Expenses paid for the care of a qualifying individual are eligible expenses...|074c51b4b9ed4781aee29ff1b6edc9b3
adjusted gross income|percentage|The percentage depends on your adjusted gross income.|074c51b4b9ed4781aee29ff1b6edc9b3
